#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,2322500,301,1/29/1958,,Yes,GAR,USGS,1.08,1150,Good,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1150,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,302,3/26/1958,,Yes,GAR,USGS,2.84,2180,Fair,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,2180,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,303,4/3/1958,,Yes,GAR,USGS,2.36,2080,Good,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,2080,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,304,5/19/1958,,Yes,GAR,USGS,1.6,1430,Good,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1430,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,305,7/16/1958,,Yes,GAR,USGS,2.14,1880,Fair,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1880,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,306,9/8/1958,,Yes,GAR,USGS,1.36,1360,Good,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1360,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,307,11/5/1958,,Yes,GAR,USGS,1.04,1110,Good,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1110,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,308,1/7/1959,,Yes,GAR,USGS,2.18,2090,Good,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,2090,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,309,2/26/1959,,Yes,GAR,USGS,1.61,1610,Good,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1610,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,310,3/29/1959,,Yes,WAJ,USGS,10.34,7480,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,7480,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,311,4/22/1959,,Yes,WAJ,USGS,4.5,2520,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,2520,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,312,4/29/1959,,Yes,WAJ,USGS,3.98,2970,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,2970,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,313,6/19/1959,,Yes,WAJ,USGS,4.96,3930,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,3930,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,314,8/10/1959,,Yes,WAJ,USGS,2.13,2030,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,2030,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,315,10/7/1959,,Yes,WAJ,USGS,2.3,2170,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,2170,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,316,12/3/1959,,Yes,PRP,USGS,1.74,1760,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1760,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,317,1/27/1960,,Yes,PRP,USGS,1.37,1330,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1330,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,318,3/25/1960,,Yes,PRP,USGS,7,5640,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,5640,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,319,4/26/1960,,Yes,PRP,USGS,3.88,2230,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,2230,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,320,5/25/1960,,Yes,PRP,USGS,1.74,1710,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1710,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,321,7/22/1960,,Yes,ALM,USGS,3.17,2760,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,2760,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,322,9/15/1960,,Yes,ALM,USGS,3.51,3170,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,3170,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,323,11/8/1960,,Yes,ALM,USGS,2.2,2110,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,2110,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,324,1/6/1961,,Yes,ALM,USGS,1.99,1460,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1460,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,325,2/21/1961,,Yes,ALM,USGS,1.7,1750,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1750,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,326,4/24/1961,,Yes,ALM,USGS,1.87,1770,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1770,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,327,6/13/1961,,Yes,ALM,USGS,1.16,1250,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1250,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,328,8/11/1961,,Yes,ALM,USGS,1.87,1970,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1970,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,329,9/6/1961,,Yes,ALM,USGS,4.35,3590,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,3590,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,330,11/2/1961,,Yes,CJC,USGS,1.19,1340,Good,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1340,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,331,12/26/1961,,Yes,CJC,USGS,0.95,1190,Good,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1190,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,332,2/12/1962,,Yes,CJC,USGS,0.77,979,Good,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,979,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,333,4/11/1962,,Yes,CJC,USGS,0.85,995,Good,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,995,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,334,6/5/1962,,Yes,CJC,USGS,0.69,875,Good,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,875,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,335,7/30/1962,,Yes,CJC,USGS,0.83,860,Good,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,860,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,336,7/31/1962,,Yes,CJC,USGS,0.89,959,Good,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,959,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,337,9/25/1962,,Yes,CJC,USGS,1.04,1130,Good,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1130,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,338,11/19/1962,,Yes,CJC,USGS,0.75,917,Good,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,917,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,339,1/10/1963,,Yes,CJC,USGS,0.69,865,Fair,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,865,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,340,3/8/1963,,Yes,CJC,USGS,2.06,1960,Good,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1960,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,341,4/25/1963,,Yes,CJC,USGS,0.91,1040,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1040,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,342,6/14/1963,,Yes,JLB,USGS,0.76,900,Poor,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,900,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,343,7/26/1963,,Yes,JLB,USGS,1.3,1340,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1340,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,344,9/13/1963,,Yes,JLB,USGS,1.47,1520,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1520,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,345,10/24/1963,,Yes,JLB,USGS,0.95,1080,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1080,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,346,12/6/1963,,Yes,JLB,USGS,0.68,888,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,888,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,347,1/30/1964,,Yes,CJC,USGS,2.46,2050,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,2050,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,348,1/31/1964,,Yes,CJC,USGS,2.5,2090,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,2090,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,349,3/17/1964,,Yes,CJC,USGS,4.82,2150,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,2150,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,350,3/26/1964,,Yes,CJC,USGS,3.69,2000,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,2000,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,351,4/9/1964,,Yes,CJC,USGS,1.78,1590,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1590,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,352,4/16/1964,,Yes,CJC,USGS,1.43,1470,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1470,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,353,5/13/1964,,Yes,CJC,USGS,4.83,2590,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,2590,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,354,5/19/1964,,Yes,CJC,USGS,4.38,2030,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,2030,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,355,5/27/1964,,Yes,CJC,USGS,2.11,1680,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1680,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,356,6/11/1964,,Yes,CJC,USGS,1.23,1220,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1220,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,357,8/6/1964,,Yes,FES,USGS,1.86,1700,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1700,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,358,9/15/1964,,Yes,FES,USGS,13.98,16400,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,16400,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,359,9/16/1964,,Yes,FES,USGS,15.33,17600,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,17600,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,360,9/18/1964,,Yes,FES,USGS,14.52,13700,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,13700,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,361,9/23/1964,,Yes,FES,USGS,9.85,9700,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,9700,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,362,10/9/1964,,Yes,FES,USGS,5.16,4660,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,4660,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,363,11/19/1964,,Yes,FES,USGS,2.1,2120,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,2120,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,364,1/8/1965,,Yes,HIF,USGS,5.12,3630,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,3630,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,365,3/12/1965,,Yes,HIF,USGS,6.29,6130,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,6130,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,366,3/19/1965,,Yes,HIF,USGS,5.83,5630,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,5630,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,368,4/18/1965,,Yes,HIF,USGS,2.07,2050,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,2050,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,367,4/30/1965,,Yes,HIF,USGS,2.52,2320,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,2320,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,369,7/30/1965,,Yes,HIF,USGS,2.48,2310,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,2310,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,370,9/24/1965,,Yes,HIF,USGS,2.44,2260,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,2260,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,371,10/29/1965,,Yes,HIF,USGS,2.24,2210,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,2210,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,372,12/10/1965,,Yes,HIF,USGS,1.61,1790,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1790,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,373,2/4/1966,,Yes,ETW,USGS,3.78,3310,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,3310,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,374,3/17/1966,,Yes,ETW,USGS,6.56,5960,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,5960,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,375,5/13/1966,,Yes,ETW,USGS,4.02,3600,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,3600,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,376,6/23/1966,,Yes,ETW,USGS,3.55,2960,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,2960,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,377,8/12/1966,,Yes,ETW,USGS,3.78,3180,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,3180,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,378,9/22/1966,,Yes,ETW,USGS,2.1,2080,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,2080,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,379,11/4/1966,,Yes,LLB,USGS,2.14,2210,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,2210,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,380,12/24/1966,,Yes,LLB,USGS,1.5,1740,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1740,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,381,2/9/1967,,Yes,LLB,USGS,1.5,1500,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1500,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,382,3/23/1967,,Yes,LLB,USGS,1.8,1790,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1790,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,383,5/15/1967,,Yes,LLB,USGS,1.26,1360,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1360,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,384,6/23/1967,,Yes,LLB,USGS,1.12,1090,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1090,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,385,8/15/1967,,Yes,DLC,USGS,2.04,2050,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,2050,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,386,9/21/1967,,Yes,DLC,USGS,1.6,1680,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1680,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,387,11/2/1967,,Yes,DLC,USGS,1.15,1050,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1050,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,388,1/5/1968,,Yes,DLC,USGS,1.12,1310,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1310,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,389,2/1/1968,,Yes,DLC,USGS,1,1140,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1140,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,390,3/28/1968,,Yes,DLC,USGS,0.96,1110,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1110,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,391,5/3/1968,,Yes,DLC,USGS,0.85,1010,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1010,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,392,6/14/1968,,Yes,DLC,USGS,0.82,985,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,985,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,393,7/26/1968,,Yes,DLC,USGS,1,1150,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1150,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,394,9/5/1968,,Yes,DLC,USGS,7.22,6550,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,6550,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,395,10/29/1968,,Yes,DLC,USGS,1.49,1620,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1620,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,396,12/9/1968,,Yes,DLC,USGS,1.08,1370,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1370,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,397,1/27/1969,,Yes,DLC,USGS,0.92,1170,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1170,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,398,3/10/1969,,Yes,SCO,USGS,1.42,1650,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1650,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,399,4/24/1969,,Yes,SCO,USGS,1.33,1510,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1510,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,400,6/16/1969,,Yes,SCO,USGS,0.98,1150,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1150,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,401,8/12/1969,,Yes,SCO,USGS,1.52,1560,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1560,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,402,9/29/1969,,Yes,SCO,USGS,1.75,1810,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1810,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,403,1/5/1970,,Yes,LLB,USGS,2.56,2380,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,2380,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,404,3/2/1970,,Yes,LLB,USGS,319,2860,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,2860,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,405,5/22/1970,,Yes,LLB,USGS,1.86,1920,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1920,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
