#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,2322500,600,8/11/2005 8:35,EDT,Yes,DBD/RBS,USGS,2.22,1890,Good,0,0.1,DebrisLight,MEAS,1,Imported Channel 1,UNSP,QADCP,VADCP,1890,0,0,0,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,601,10/4/2005 8:35,EDT,Yes,DBD/RBS,USGS,0.98,1250,Good,0,0.2,DebrisLight,MEAS,1,Imported Channel 1,UNSP,QADCP,VADCP,1250,0,0,0,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,602,1/24/2006 10:21,EST,Yes,DBD/RBS,USGS,1.55,1710,Good,0,0.2,DebrisLight,MEAS,1,Imported Channel 1,UNSP,QADCP,VADCP,1710,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,603,4/5/2006 10:23,EDT,Yes,DBD/RBS,USGS,0.94,1220,Fair,0,0.1,DebrisLight,MEAS,1,Imported Channel 1,UNSP,QADCP,VADCP,1220,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,604,6/8/2006 10:47,EDT,Yes,DBD/RBS,USGS,0.65,969,Good,0,0.2,Clear,MEAS,1,Imported Channel 1,UNSP,QADCP,VADCP,969,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,605,9/6/2006 10:24,EDT,Yes,DBD/RBS,USGS,0.46,849,Fair,0,0.3,Clear,MEAS,1,Imported Channel 1,UNSP,QADCP,VADCP,849,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,606,11/14/2006 10:31,EST,Yes,DBD/RBS,USGS,0.34,756,Good,0,0.3,Clear,MEAS,1,Imported Channel 1,UNSP,QADCP,VADCP,756,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,607,6/15/2007 10:20,EDT,Yes,JDG,USGS,0.23,619,Good,0,0.8,Clear,MEAS,1,Imported Channel 1,UNSP,QADCP,VADCP,619,148,746,0.83,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,608,8/1/2007 10:01,EDT,Yes,JDG,USGS,0.16,595,Good,0,0.9,Clear,MEAS,1,Imported Channel 1,UNSP,QADCP,VADCP,595,131,592,1.01,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,609,9/20/2007 13:36,EDT,Yes,JDG,USGS,0.13,639,Good,0,0.9,Clear,MEAS,1,Imported Channel 1,UNSP,QADCP,VADCP,639,133,592,1.08,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,610,10/23/2007 10:57,EDT,Yes,JDG,USGS,0.3,748,Good,0,0.8,Clear,MEAS,1,Imported Channel 1,UNSP,QADCP,VADCP,748,135,608,1.23,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,611,12/18/2007 14:01,EST,Yes,JDG,USGS,0.06,582,Good,0,0.6,Clear,MEAS,1,Imported Channel 1,UNSP,QADCP,VADCP,582,131,561,1.04,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,612,4/23/2008 14:17,EDT,Yes,JDG,USGS,0.4,700,Good,0,1.2,Clear,MEAS,1,Imported Channel 1,UNSP,QADCP,VADCP,700,133,613,1.14,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,613,6/5/2008 16:37,EDT,Yes,JDG,USGS,0.25,544,Good,0,0.9,Clear,MEAS,1,Imported Channel 1,UNSP,QADCP,VADCP,544,130,582,0.94,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,614,6/5/2008 17:26,EDT,Yes,JDG,USGS,0.24,564,Good,0,0.4,Clear,MEAS,1,Imported Channel 1,UNSP,QADCP,VADCP,564,142,605,0.93,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,615,8/26/2008 17:44,EDT,Yes,JDG,USGS,3.1,2240,Good,0.02,0.5,DebrisLight,MEAS,1,Imported Channel 1,UNSP,QADCP,VADCP,2240,154,1020,2.2,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,616,8/27/2008 16:27,EDT,Yes,JDG,USGS,3.88,2780,Fair,0.01,0.5,DebrisLight,MEAS,1,Imported Channel 1,UNSP,QADCP,VADCP,2780,176,1680,1.66,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,617,8/27/2008 17:02,EDT,Yes,JDG,USGS,3.89,2870,Fair,0.01,0.5,DebrisLight,MEAS,1,Imported Channel 1,UNSP,QADCP,VADCP,2870,180,1730,1.66,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,618,9/26/2008 9:34,EDT,Yes,ELR/DBD,USGS,0.8,1030,Good,0,0.3,,UNSP,1,Imported Channel 1,MBOT,QADCP,VADCP,1030,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,619,10/29/2008 10:36,EDT,Yes,ELR/DBD,USGS,0.36,764,Good,-0.01,0.3,,UNSP,1,Imported Channel 1,MBOT,QADCP,VADCP,764,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,620,3/12/2009 13:44,EDT,Yes,ELR/DBD,USGS,0.37,621,Unspecified,,,,UNSP,1,Imported Channel 1,UNSP,other,,621,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,621,4/14/2009 14:25,EDT,Yes,ELR/MEO,USGS,4.82,348,Fair,0.01,0.5,,UNSP,1,Imported Channel 1,UNSP,other,,348,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,622,9/1/2009 11:33,EDT,Yes,ELR/DBD,USGS,0.8,1110,Unspecified,0,0.3,,UNSP,1,Imported Channel 1,UNSP,other,,1110,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,623,11/5/2009 12:33,EST,Yes,ELR/DBD,USGS,0.38,742,Good,0,0.4,Unspecifed,UNSP,1,Imported Channel 1,MBOT,other,,742,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,624,1/22/2010 12:53,EST,Yes,ELR/DBD,USGS,0.62,896,Fair,0,0.2,Unspecifed,UNSP,1,Imported Channel 1,UNSP,other,,896,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,625,6/30/2010 10:42,EDT,Yes,ELR/ACK,USGS,0.67,764,Poor,0,0.4,Unspecifed,UNSP,1,Imported Channel 1,UNSP,other,,764,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,626,9/9/2010 8:26,EDT,Yes,ELR/DBD,USGS,0.83,873,Fair,0,0.4,,UNSP,1,Imported Channel 1,UNSP,other,,873,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,627,10/13/2010 12:24,EDT,Yes,ELR/DBD,USGS,0.57,782,Poor,0,0.4,,UNSP,1,Imported Channel 1,MBOT,QADCP,VADCP,782,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,628,1/11/2011 15:20,EST,Yes,ELR/DBD,USGS,0.36,669,Fair,0,0.5,,UNSP,1,Imported Channel 1,MBOT,QADCP,VADCP,669,129,1400,0.5,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,629,4/21/2011 12:13,EDT,Yes,ELR,USGS,0.4,661,Good,0,0.2,,UNSP,1,Imported Channel 1,MBOT,QADCP,VADCP,661,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,630,5/4/2011 10:33,EDT,Yes,ELR/ACK,USGS,0.38,683,Good,0,0.2,,UNSP,1,Imported Channel 1,MBOT,QADCP,VADCP,683,138,635,1.16,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,631,6/13/2011 11:51,EDT,Yes,ELR/DBD,USGS,0.28,561,Poor,0,1,,UNSP,1,Imported Channel 1,MBOT,QADCP,VADCP,561,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,632,8/18/2011 9:12,EDT,Yes,ELR/MEO,USGS,0.18,519,Fair,0,0.2,,UNSP,1,Imported Channel 1,MBOT,QADCP,VADCP,519,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,633,10/5/2011 14:03,EDT,Yes,ELR/TCP,USGS,0.23,589,Poor,0,0.2,Unspecifed,MEAS,1,Imported Channel 1,UNSP,other,,589,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,634,12/19/2011 14:29,EST,Yes,ELR/JTB,USGS,0.16,593,Poor,0,0.4,,MEAS,1,main,MBOT,QADCP,VADCP,593,174,1220,0.49,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UPST,1500
USGS,2322500,635,1/23/2012 14:58,EST,Yes,ELR,USGS,0.14,498,Poor,0,0.3,,MEAS,1,main,MBOT,QADCP,VADCP,498,178,1130,0.44,FIRM,LDGE,UNSP,unkn,EVEN,UNSP,UPST,2000
USGS,2322500,636,3/27/2012 13:09,EDT,Yes,ELR/TCP,USGS,0.15,466,Fair,0,0.2,,MEAS,1,main,MBOT,QADCP,VADCP,466,155,1090,0.43,FIRM,LDGE,UNSP,unkn,UNEV,UNKN,UPST,2000
USGS,2322500,637,5/21/2012 13:59,EDT,Yes,DBD/JTB,USGS,0.09,481,Poor,0,0.4,Unspecifed,MEAS,1,FT WHITE,MBOT,QADCP,VADCP,481,140,1300,0.37,FIRM,LDGE,UNEV,unkn,EVEN,UNKN,UPST,1000
USGS,2322500,638,6/27/2012 14:17,EDT,Yes,CNM/GSG,USGS,3.01,2200,Fair,0.04,0.6,DebrisModerate,MEAS,1,SANTA FE,MBOT,QADCP,VADCP,2200,188,1160,1.89,FIRM,SAND,UNEV,unkn,EVEN,STND,DNST,5490
USGS,2322500,639,6/27/2012 15:17,EDT,Yes,CNM/GSG,USGS,3.06,2220,Fair,0.01,0.3,DebrisModerate,MEAS,1,SANTA FE,MBOT,QADCP,VADCP,2220,185,1170,1.9,FIRM,SAND,UNEV,unkn,EVEN,STND,DNST,5490
USGS,2322500,640,6/28/2012 17:41,EDT,Yes,ELR/JTB,USGS,6.18,5220,Poor,0.02,0.1,,MEAS,1,Imported Channel 1,UNSP,other,,5220,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,641,7/2/2012 17:33,EDT,Yes,MEO/JTB,USGS,9.92,9130,Poor,-0.02,0.3,Unspecifed,UNSP,1,Imported Channel 1,UNSP,other,,9130,,,,SOFT,SAND,UNEV,unkn,UNEV,STND,UPST,5000
USGS,2322500,642,7/2/2012 17:48,EDT,Yes,MEO/JTB,USGS,9.91,9270,Poor,,0.2,Unspecifed,UNSP,1,Imported Channel 1,UNSP,other,,9270,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,643,8/14/2012 11:22,EDT,Yes,ELR/DB,USGS,1.54,1480,Poor,0,0.3,,MEAS,1,main,MBOT,QADCP,VADCP,1480,172,1460,1.02,FIRM,LDGE,UNEV,unkn,UNEV,UNKN,UPST,2000
USGS,2322500,644,10/17/2012 13:55,EDT,Yes,ELR,USGS,0.94,1280,Fair,-0.01,0.2,,MEAS,1,main,MBOT,QADCP,VADCP,1280,173,1210,1.06,FIRM,LDGE,UNSP,unkn,UNEV,UNKN,UPST,2000
USGS,2322500,645,1/2/2013 11:48,EST,Yes,ELR,USGS,0.44,883,Good,0,0.2,,MEAS,1,main,MBOT,QADCP,VADCP,883,175,1260,0.7,FIRM,LDGE,UNEV,unkn,EVEN,UNKN,UPST,2500
USGS,2322500,646,2/5/2013 18:24,EST,Yes,ELR,USGS,0.36,798,Fair,0,0.3,,MEAS,1,main,MBOT,QADCP,VADCP,798,176,1270,0.75,FIRM,LDGE,EVEN,unkn,UNEV,UNKN,UPST,1500
USGS,2322500,647,3/5/2013 9:37,EST,Yes,CNM/WHW,USGS,0.48,868,Fair,0.01,0.3,DebrisLight,MEAS,1,SANTA FE,MBOT,QADCP,VADCP,868,136,684,1.27,FIRM,SAND,EVEN,unkn,EVEN,STND,UPST,200
USGS,2322500,648,3/11/2013 14:45,EDT,Yes,CNM/GSG,USGS,1.1,841,Fair,0,0.3,DebrisLight,MEAS,1,SANTA FE,MBOT,QADCP,VADCP,841,143,780,1.08,FIRM,SAND,EVEN,unkn,EVEN,STND,UPST,200
USGS,2322500,649,5/8/2013 15:18,EDT,Yes,ELR/TCC,USGS,1.77,2210,Good,0.01,0.3,,MEAS,1,main,MBOT,QADCP,VADCP,2210,156,1050,2.1,FIRM,LDGE,UNEV,unkn,UNSP,STND,UPST,500
USGS,2322500,650,5/8/2013 15:45,EDT,Yes,ELR/TCC,USGS,1.78,2130,Good,0,0.2,,MEAS,1,main,MBOT,QADCP,VADCP,2130,210,1190,1.79,FIRM,LDGE,EVEN,unkn,EVEN,STND,UPST,500
USGS,2322500,651,6/11/2013 11:31,EDT,Yes,ELR,USGS,0.98,1240,Good,0,0.2,,MEAS,1,main,MBOT,QADCP,VADCP,1240,181,1330,0.93,FIRM,LDGE,EVEN,unkn,UNSP,STND,DNST,30
USGS,2322500,652,8/13/2013 11:39,EDT,Yes,ELR,USGS,1.85,1940,Good,0,0.2,,MEAS,1,main,MBOT,QADCP,VADCP,1940,195,1540,1.26,FIRM,LDGE,EVEN,unkn,UNSP,STND,UPST,1000
USGS,2322500,653,10/30/2013 9:39,EDT,Yes,ELR/TJN,USGS,0.55,914,Fair,0,0.2,,MEAS,1,main,MBOT,QADCP,VADCP,914,148,1770,0.52,FIRM,LDGE,UNEV,unkn,UNEV,UNKN,UPST,700
USGS,2322500,654,10/30/2013 10:05,EDT,Yes,ELR/TJN,USGS,0.55,946,Good,0,0.2,,MEAS,1,check meas,MBOT,QADCP,VADCP,946,175,1010,0.94,FIRM,LDGE,UNEV,unkn,UNEV,UNKN,UPST,1000
USGS,2322500,655,12/5/2013 10:36,EST,Yes,DMS,USGS,0.48,880,Good,0,0.4,DebrisLight,MEAS,1,655,MBOT,QADCP,VADCP,880,132,621,1.42,FIRM,SAND,UNEV,unkn,EVEN,STND,UPST,300
USGS,2322500,656,2/11/2014 16:06,EST,Yes,DMS,USGS,0.89,1230,Good,0,0.2,,MEAS,1,656,MBOT,QADCP,VADCP,1230,156,723,1.7,FIRM,LDGE,UNEV,unkn,UNEV,STND,UPST,200
USGS,2322500,657,3/25/2014 13:17,EDT,Yes,LJL/MEO,USGS,3.9,2900,Good,0,0.2,,MEAS,1,#657 main,MBOT,QADCP,VADCP,2900,177,1090,2.67,FIRM,SAND,EVEN,unkn,EVEN,UNKN,ATGA,
USGS,2322500,658,4/9/2014 14:50,EDT,Yes,DMS,USGS,2.92,2380,Good,0,0.3,Unspecifed,MEAS,1,658,MBOT,QADCP,VADCP,2380,149,995,2.39,SOFT,SAND,UNEV,unkn,UNEV,STND,UPST,200
USGS,2322500,659,4/23/2014 14:27,EDT,Yes,TJN,USGS,3.64,2000,Good,0,0.7,Clear,MEAS,1,main,MBOT,QADCP,VADCP,2000,214,1450,1.38,SOFT,SAND,EVEN,unkn,EVEN,UNFM,UPST,100
USGS,2322500,660,6/4/2014 14:47,EDT,Yes,DMS,USGS,1.42,1550,Good,0,0.3,DebrisLight,MEAS,1,660,MBOT,QADCP,VADCP,1550,145,793,1.95,FIRM,SAND,UNEV,unkn,EVEN,STND,UPST,300
USGS,2322500,661,6/4/2014 15:01,EDT,Yes,DMS,USGS,1.42,1550,Good,0,0.3,DebrisLight,MEAS,1,661,MBOT,QADCP,VADCP,1550,144,795,1.95,FIRM,SAND,UNEV,unkn,EVEN,STND,UPST,300
USGS,2322500,662,8/5/2014 13:00,EDT,Yes,DMS,USGS,1.04,1350,Good,0,0.3,Clear,MEAS,1,662,MBOT,QADCP,VADCP,1350,147,754,1.79,FIRM,SAND,EVEN,unkn,UNEV,STND,UPST,250
USGS,2322500,663,10/9/2014 15:04,EDT,Yes,DMS,USGS,1.65,1870,Fair,0,0.3,DebrisLight,MEAS,1,663,MBOT,QADCP,VADCP,1870,143,808,2.31,SOFT,SAND,EVEN,unkn,UNEV,STND,UPST,250
USGS,2322500,664,12/17/2014 9:14,EST,Yes,DMS,USGS,0.8,1140,Good,0,0.2,DebrisLight,MEAS,1,664,MBOT,QADCP,VADCP,1140,144,699,1.63,FIRM,SAND,EVEN,unkn,EVEN,STND,UPST,200
USGS,2322500,665,2/24/2015 9:27,EST,Yes,DMS,USGS,1.08,1330,Good,0,0.3,DebrisLight,MEAS,1,665,MBOT,QADCP,VADCP,1330,148,740,1.8,FIRM,SAND,UNEV,unkn,UNEV,STND,UPST,250
USGS,2322500,666,4/21/2015 11:59,EDT,Yes,DMS,USGS,0.92,1180,Good,0,0.3,DebrisLight,MEAS,1,666,MBOT,QADCP,VADCP,1180,140,584,2.01,UNSP,UNSP,UNSP,unkn,EVEN,UNSP,UPST,100
USGS,2322500,667,6/10/2015 12:44,EDT,Yes,DMS,USGS,0.64,956,Good,0,0.5,DebrisLight,MEAS,1,667,MBOT,QADCP,VADCP,956,142,672,1.42,UNSP,UNSP,UNSP,unkn,UNEV,UNSP,UPST,250
USGS,2322500,668,8/4/2015 13:09,EDT,Yes,DMS,USGS,0.91,1140,Good,0,0.3,DebrisLight,MEAS,1,668,MBOT,QADCP,VADCP,1140,135,697,1.64,UNSP,UNSP,UNSP,unkn,EVEN,UNSP,UPST,400
USGS,2322500,670,9/10/2015 11:03,EDT,Yes,ELR/CGP,USGS,2.55,2340,Poor,0.01,0.2,Unspecifed,MEAS,1,check meas,MBOT,QADCP,VADCP,2340,209,1290,1.82,FIRM,LDGE,UNEV,unkn,EVEN,STND,UPST,200
USGS,2322500,669,9/10/2015 11:43,EDT,Yes,ELR/CGP,USGS,2.56,2500,Fair,0,0.2,Unspecifed,MEAS,1,main,MBOT,QADCP,VADCP,2500,160,1260,1.98,FIRM,LDGE,UNEV,unkn,EVEN,STND,UPST,400
USGS,2322500,671,10/14/2015 13:25,EDT,Yes,DMS,USGS,1.22,1530,Good,0,0.3,DebrisLight,MEAS,1,671,MBOT,QADCP,VADCP,1530,136,739,2.07,UNSP,UNSP,UNSP,unkn,UNEV,UNSP,UPST,250
USGS,2322500,672,10/14/2015 13:40,EDT,Yes,DMS,USGS,1.22,1510,Good,0,0.3,DebrisLight,MEAS,1,672,MBOT,QADCP,VADCP,1510,136,742,2.03,UNSP,UNSP,UNSP,unkn,UNEV,UNSP,UPST,250
USGS,2322500,673,12/16/2015 15:36,EST,Yes,DMS,USGS,0.66,1010,Good,0,0.3,DebrisLight,MEAS,1,673,MBOT,QADCP,VADCP,1010,128,662,1.53,UNSP,UNSP,UNSP,unkn,UNEV,UNSP,UPST,400
USGS,2322500,674,2/3/2016 13:49,EST,Yes,DMS,USGS,0.62,1030,Good,0,0.3,DebrisLight,MEAS,1,674,MBOT,QADCP,VADCP,1030,142,741,1.39,UNSP,UNSP,UNSP,unkn,EVEN,UNSP,UPST,250
USGS,2322500,675,4/6/2016 10:28,EDT,Yes,DMS,USGS,0.97,1280,Good,0,0.6,DebrisLight,MEAS,1,675,MBOT,QADCP,VADCP,1280,143,741,1.73,UNSP,UNSP,UNSP,unkn,UNEV,UNSP,UPST,250
USGS,2322500,676,6/7/2016 14:27,EDT,Yes,DMS,USGS,0.57,942,Good,,,DebrisLight,MEAS,1,676,MBOT,QADCP,VADCP,942,141,696,1.35,UNSP,UNSP,UNSP,unkn,EVEN,UNSP,DNST,250
USGS,2322500,677,8/10/2016 12:16,EDT,Yes,DMS,USGS,0.54,917,Good,0,0.3,DebrisLight,MEAS,1,0,MBOT,QADCP,VADCP,917,143,697,1.32,FIRM,LDGE,UNEV,unkn,EVEN,STND,UPST,300
USGS,2322500,678,10/4/2016 10:42,EDT,Yes,DMS,USGS,0.83,1170,Good,0,0.3,DebrisLight,MEAS,1,678,MBOT,QADCP,VADCP,1170,144,752,1.56,FIRM,SAND,EVEN,unkn,EVEN,STND,UPST,180
USGS,2322500,679,12/13/2016 13:19,EST,Yes,DMS,USGS,0.55,922,Good,0,0.3,DebrisLight,MEAS,1,679,MBOT,QADCP,VADCP,922,140,685,1.35,FIRM,LDGE,EVEN,unkn,EVEN,STND,UPST,250
USGS,2322500,680,2/22/2017 11:56,EST,Yes,DMS,USGS,0.51,871,Good,0,0.3,DebrisLight,MEAS,1,680,MBOT,QADCP,VADCP,871,135,678,1.28,FIRM,LDGE,UNEV,unkn,EVEN,STND,UPST,220
USGS,2322500,681,4/11/2017 12:27,EDT,Yes,DMS,USGS,0.67,981,Good,0,0.33,DebrisLight,MEAS,1,681,MBOT,QADCP,VADCP,981,162,772,1.27,FIRM,SAND,EVEN,unkn,EVEN,STND,UPST,250
USGS,2322500,682,6/8/2017 14:25,EDT,Yes,DMS,USGS,0.45,798,Fair,0,0.25,DebrisLight,MEAS,1,682,MBOT,QADCP,VADCP,798,177,765,1.04,FIRM,LDGE,UNEV,unkn,EVEN,STND,UPST,400
USGS,2322500,683,8/3/2017 14:15,EDT,Yes,DMS,USGS,1.54,1710,Good,0,0.3,DebrisLight,MEAS,1,683,MBOT,QADCP,VADCP,1710,213,1230,1.4,FIRM,LDGE,UNEV,PULS,EVEN,STND,UPST,350
USGS,2322500,684,9/13/2017 14:59,EDT,No,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,2322500,685,9/13/2017 16:33,EDT,Yes,TJN/SCM,USGS,9.28,9990,Fair,0.26,0.25,Clear,MEAS,1,Main,MBOT,QADCP,VADCP,9990,303,2700,3.7,SOFT,silt,EVEN,STDY,UNEV,STND,DNST,12000
USGS,2322500,686,9/15/2017 10:26,EDT,Yes,KMC/DKB,USGS,14.35,16400,Poor,0.01,0.3,DebrisLight,MEAS,1,Main,MBOT,QADCP,VADCP,16400,297,4690,3.5,SOFT,SAND,EVEN,STDY,EVEN,UNKN,DNST,1000
USGS,2322500,687,9/15/2017 10:43,EDT,Yes,KMC/DKB,USGS,14.35,16200,Poor,0,0.27,DebrisLight,MEAS,1,Main,MBOT,QADCP,VADCP,16200,306,4750,3.41,SOFT,silt,EVEN,STDY,EVEN,UNKN,DNST,1000
USGS,2322500,688,10/3/2017 14:38,EDT,Yes,DMS/NLB,USGS,3.45,3040,Fair,,,DebrisLight,MEAS,1,688,MBOT,QADCP,VADCP,3040,187,1320,2.3,FIRM,SAND,UNEV,PULS,EVEN,STND,UPST,400
USGS,2322500,689,12/14/2017 11:23,EST,Yes,LJL/MAW,USGS,1.57,1820,Good,,,,MEAS,1,main,MBOT,QADCP,VADCP,1820,143,718,2.54,SOFT,SAND,UNEV,PULS,UNEV,UNKN,UPST,200
USGS,2322500,690,2/22/2018 14:01,EST,Yes,LJL/MAW,USGS,1.42,1680,Good,,,DebrisLight,MEAS,1,#690,MBOT,QADCP,VADCP,1680,156,771,2.18,SOFT,SAND,EVEN,STDY,EVEN,STND,UPST,40
USGS,2322500,691,4/19/2018 11:57,EDT,Yes,LJL/SCM,USGS,1.59,1830,Good,,,Clear,MEAS,1,Main,MBOT,QADCP,VADCP,1830,145,726,2.53,SOFT,SAND,EVEN,STDY,EVEN,STND,UPST,75
USGS,2322500,692,6/14/2018 10:59,EDT,Yes,LJL,USGS,1.62,1820,Fair,0.01,0.3,,MEAS,1,#692,MBOT,QADCP,VADCP,1820,151,768,2.37,FIRM,BLDR,EVEN,STDY,EVEN,STND,ATGA,0
USGS,2322500,693,8/8/2018 15:29,EDT,Yes,LJL/SCM,USGS,4.46,3530,Fair,,,,MEAS,1,#693,MBOT,QADCP,VADCP,3530,192,1230,2.87,FIRM,LDGE,EVEN,STDY,EVEN,STND,UPST,25
USGS,2322500,694,8/8/2018 15:51,EDT,Yes,LJL/SCM,USGS,4.45,3620,Good,,,,MEAS,1,#694,MBOT,QADCP,VADCP,3620,179,1090,3.31,FIRM,LDGE,EVEN,STDY,EVEN,STND,UPST,40
USGS,2322500,695,11/7/2018 10:38,EST,Yes,MAW,USGS,1,1430,Good,0,0.25,Clear,MEAS,1,MAIN,MBOT,QADCP,VADCP,1430,137,714,2,FIRM,SAND,UNEV,PULS,UNEV,UNKN,UPST,100
USGS,2322500,696,11/7/2018 10:52,EST,Yes,MAW,USGS,1,1430,Good,0,0.25,Clear,MEAS,1,MAIN,MBOT,QADCP,VADCP,1430,141,724,1.98,FIRM,SAND,UNEV,PULS,UNEV,UNKN,UPST,120
