e.g. NC_MudCreek,YYYY-MM-DD,Meters upstream of logger array (negative for downstream - ideally there should be 100 measurements per transect),Transect latitude in decimal degrees,Transect longitude in decimal degrees,Length of the intermediate axis of a grain (rock fragment of any size) from the bottom of the channel (millimeters),Any notes about these measurements
AZ_LV,2018-07-11,100,,,90,transect_177
AZ_LV,2018-07-11,100,,,32,transect_177
AZ_LV,2018-07-11,100,,,128,transect_177
AZ_LV,2018-07-11,100,,,64,transect_177
AZ_LV,2018-07-11,100,,,180,transect_177
AZ_LV,2018-07-11,100,,,128,transect_177
AZ_LV,2018-07-11,100,,,45,transect_177
AZ_LV,2018-07-11,100,,,22.6,transect_177
AZ_LV,2018-07-11,100,,,22.6,transect_177
AZ_LV,2018-07-11,100,,,8,transect_177
AZ_LV,2018-07-11,100,,,2.8,transect_177
AZ_LV,2018-07-11,100,,,22.6,transect_177
AZ_LV,2018-07-11,100,,,32,transect_177
AZ_LV,2018-07-11,100,,,4,transect_177
AZ_LV,2018-07-11,100,,,4,transect_177
AZ_LV,2018-07-11,100,,,<2,transect_177
AZ_LV,2018-07-11,100,,,<2,transect_177
AZ_LV,2018-07-11,100,,,128,transect_177
AZ_LV,2018-07-11,100,,,45,transect_177
AZ_LV,2018-07-11,100,,,64,transect_177
AZ_LV,2018-07-11,100,,,180,transect_177
AZ_LV,2018-07-11,100,,,180,transect_177
AZ_LV,2018-07-11,100,,,128,transect_177
AZ_LV,2018-07-11,100,,,45,transect_177
AZ_LV,2018-07-11,100,,,32,transect_177
AZ_LV,2018-07-11,75,,,<2,transect_178
AZ_LV,2018-07-11,75,,,<2,transect_178
AZ_LV,2018-07-11,75,,,2,transect_178
AZ_LV,2018-07-11,75,,,2,transect_178
AZ_LV,2018-07-11,75,,,45,transect_178
AZ_LV,2018-07-11,75,,,<2,transect_178
AZ_LV,2018-07-11,75,,,64,transect_178
AZ_LV,2018-07-11,75,,,45,transect_178
AZ_LV,2018-07-11,75,,,8,transect_178
AZ_LV,2018-07-11,75,,,5.6,transect_178
AZ_LV,2018-07-11,75,,,45,transect_178
AZ_LV,2018-07-11,75,,,64,transect_178
AZ_LV,2018-07-11,75,,,90,transect_178
AZ_LV,2018-07-11,75,,,180,transect_178
AZ_LV,2018-07-11,75,,,32,transect_178
AZ_LV,2018-07-11,75,,,32,transect_178
AZ_LV,2018-07-11,75,,,128,transect_178
AZ_LV,2018-07-11,75,,,90,transect_178
AZ_LV,2018-07-11,75,,,180,transect_178
AZ_LV,2018-07-11,75,,,180,transect_178
AZ_LV,2018-07-11,75,,,128,transect_178
AZ_LV,2018-07-11,75,,,128,transect_178
AZ_LV,2018-07-11,75,,,90,transect_178
AZ_LV,2018-07-11,75,,,45,transect_178
AZ_LV,2018-07-11,75,,,64,transect_178
AZ_LV,2018-07-11,75,,,<2,transect_178
AZ_LV,2018-07-11,75,,,<2,transect_178
AZ_LV,2018-07-11,75,,,2,transect_178
AZ_LV,2018-07-11,75,,,2.8,transect_178
AZ_LV,2018-07-11,75,,,64,transect_178
AZ_LV,2018-07-11,75,,,90,transect_178
AZ_LV,2018-07-11,75,,,45,transect_178
AZ_LV,2018-07-11,75,,,90,transect_178
AZ_LV,2018-07-11,75,,,16,transect_178
AZ_LV,2018-07-11,75,,,16,transect_178
AZ_LV,2018-07-11,75,,,128,transect_178
AZ_LV,2018-07-11,75,,,5.6,transect_178
AZ_LV,2018-07-11,75,,,128,transect_178
AZ_LV,2018-07-11,75,,,4,transect_178
AZ_LV,2018-07-11,75,,,4,transect_178
AZ_LV,2018-07-11,75,,,2.8,transect_178
AZ_LV,2018-07-11,75,,,90,transect_178
AZ_LV,2018-07-11,75,,,<2,transect_178
AZ_LV,2018-07-11,75,,,<2,transect_178
AZ_LV,2018-07-11,75,,,128,transect_178
AZ_LV,2018-07-11,75,,,180,transect_178
AZ_LV,2018-07-11,75,,,32,transect_178
AZ_LV,2018-07-11,75,,,128,transect_178
AZ_LV,2018-07-11,75,,,64,transect_178
AZ_LV,2018-07-11,75,,,22.6,transect_178
AZ_LV,2018-07-11,50,,,128,transect_179
AZ_LV,2018-07-11,50,,,45,transect_179
AZ_LV,2018-07-11,50,,,64,transect_179
AZ_LV,2018-07-11,50,,,128,transect_179
AZ_LV,2018-07-11,50,,,8,transect_179
AZ_LV,2018-07-11,50,,,32,transect_179
AZ_LV,2018-07-11,50,,,<2,transect_179
AZ_LV,2018-07-11,50,,,22.6,transect_179
AZ_LV,2018-07-11,50,,,<2,transect_179
AZ_LV,2018-07-11,50,,,2.8,transect_179
AZ_LV,2018-07-11,50,,,2.8,transect_179
AZ_LV,2018-07-11,50,,,4,transect_179
AZ_LV,2018-07-11,50,,,<2,transect_179
AZ_LV,2018-07-11,50,,,64,transect_179
AZ_LV,2018-07-11,50,,,11,transect_179
AZ_LV,2018-07-11,50,,,<2,transect_179
AZ_LV,2018-07-11,50,,,180,transect_179
AZ_LV,2018-07-11,50,,,90,transect_179
AZ_LV,2018-07-11,50,,,128,transect_179
AZ_LV,2018-07-11,50,,,180,transect_179
AZ_LV,2018-07-11,50,,,128,transect_179
AZ_LV,2018-07-11,50,,,4,transect_179
AZ_LV,2018-07-11,50,,,22.6,transect_179
AZ_LV,2018-07-11,50,,,64,transect_179
AZ_LV,2018-07-11,50,,,90,transect_179
AZ_LV,2018-07-11,50,,,45,transect_179
AZ_LV,2018-07-11,50,,,128,transect_179
AZ_LV,2018-07-11,50,,,180,transect_179
AZ_LV,2018-07-11,50,,,>180,transect_179
AZ_LV,2018-07-11,50,,,128,transect_179
AZ_LV,2018-07-11,50,,,>180,transect_179
AZ_LV,2018-07-11,50,,,>180,transect_179
AZ_LV,2018-07-11,50,,,180,transect_179
AZ_LV,2018-07-11,50,,,90,transect_179
AZ_LV,2018-07-11,50,,,>180,transect_179
AZ_LV,2018-07-11,50,,,180,transect_179
AZ_LV,2018-07-11,50,,,90,transect_179
AZ_LV,2018-07-11,50,,,128,transect_179
AZ_LV,2018-07-11,50,,,11,transect_179
AZ_LV,2018-07-11,50,,,180,transect_179
AZ_LV,2018-07-11,50,,,8,transect_179
AZ_LV,2018-07-11,50,,,128,transect_179
AZ_LV,2018-07-11,50,,,128,transect_179
AZ_LV,2018-07-11,50,,,90,transect_179
AZ_LV,2018-07-11,50,,,64,transect_179
AZ_LV,2018-07-11,50,,,64,transect_179
AZ_LV,2018-07-11,50,,,45,transect_179
AZ_LV,2018-07-11,50,,,<2,transect_179
AZ_LV,2018-07-11,50,,,<2,transect_179
AZ_LV,2018-07-11,50,,,<2,transect_179
AZ_LV,2018-07-11,25,,,<2,transect_180
AZ_LV,2018-07-11,25,,,<2,transect_180
AZ_LV,2018-07-11,25,,,128,transect_180
AZ_LV,2018-07-11,25,,,90,transect_180
AZ_LV,2018-07-11,25,,,90,transect_180
AZ_LV,2018-07-11,25,,,45,transect_180
AZ_LV,2018-07-11,25,,,64,transect_180
AZ_LV,2018-07-11,25,,,<2,transect_180
AZ_LV,2018-07-11,25,,,<2,transect_180
AZ_LV,2018-07-11,25,,,64,transect_180
AZ_LV,2018-07-11,25,,,32,transect_180
AZ_LV,2018-07-11,25,,,16,transect_180
AZ_LV,2018-07-11,25,,,4,transect_180
AZ_LV,2018-07-11,25,,,2.8,transect_180
AZ_LV,2018-07-11,25,,,4,transect_180
AZ_LV,2018-07-11,25,,,64,transect_180
AZ_LV,2018-07-11,25,,,22.6,transect_180
AZ_LV,2018-07-11,25,,,64,transect_180
AZ_LV,2018-07-11,25,,,90,transect_180
AZ_LV,2018-07-11,25,,,64,transect_180
AZ_LV,2018-07-11,25,,,180,transect_180
AZ_LV,2018-07-11,25,,,180,transect_180
AZ_LV,2018-07-11,25,,,>180,transect_180
AZ_LV,2018-07-11,25,,,>180,transect_180
AZ_LV,2018-07-11,25,,,180,transect_180
AZ_LV,2018-07-11,25,,,128,transect_180
AZ_LV,2018-07-11,25,,,>180,transect_180
AZ_LV,2018-07-11,25,,,180,transect_180
AZ_LV,2018-07-11,25,,,90,transect_180
AZ_LV,2018-07-11,25,,,128,transect_180
AZ_LV,2018-07-11,25,,,90,transect_180
AZ_LV,2018-07-11,25,,,128,transect_180
AZ_LV,2018-07-11,25,,,90,transect_180
AZ_LV,2018-07-11,25,,,45,transect_180
AZ_LV,2018-07-11,25,,,180,transect_180
AZ_LV,2018-07-11,25,,,<2,transect_180
AZ_LV,2018-07-11,25,,,<2,transect_180
AZ_LV,2018-07-11,25,,,4,transect_180
AZ_LV,2018-07-11,25,,,<2,transect_180
AZ_LV,2018-07-11,25,,,<2,transect_180
AZ_LV,2018-07-11,25,,,<2,transect_180
AZ_LV,2018-07-11,25,,,4,transect_180
AZ_LV,2018-07-11,25,,,5.6,transect_180
AZ_LV,2018-07-11,25,,,<2,transect_180
AZ_LV,2018-07-11,25,,,<2,transect_180
AZ_LV,2018-07-11,25,,,32,transect_180
AZ_LV,2018-07-11,25,,,<2,transect_180
AZ_LV,2018-07-11,25,,,>180,transect_180
AZ_LV,2018-07-11,25,,,<2,transect_180
AZ_LV,2018-07-11,25,,,5.6,transect_180
AZ_LV,2018-07-11,0,,,90,transect_181
AZ_LV,2018-07-11,0,,,128,transect_181
AZ_LV,2018-07-11,0,,,45,transect_181
AZ_LV,2018-07-11,0,,,64,transect_181
AZ_LV,2018-07-11,0,,,45,transect_181
AZ_LV,2018-07-11,0,,,180,transect_181
AZ_LV,2018-07-11,0,,,22.6,transect_181
AZ_LV,2018-07-11,0,,,128,transect_181
AZ_LV,2018-07-11,0,,,128,transect_181
AZ_LV,2018-07-11,0,,,180,transect_181
AZ_LV,2018-07-11,0,,,90,transect_181
AZ_LV,2018-07-11,0,,,64,transect_181
AZ_LV,2018-07-11,0,,,180,transect_181
AZ_LV,2018-07-11,0,,,90,transect_181
AZ_LV,2018-07-11,0,,,90,transect_181
AZ_LV,2018-07-11,0,,,64,transect_181
AZ_LV,2018-07-11,0,,,45,transect_181
AZ_LV,2018-07-11,0,,,45,transect_181
AZ_LV,2018-07-11,0,,,90,transect_181
AZ_LV,2018-07-11,0,,,180,transect_181
AZ_LV,2018-07-11,0,,,64,transect_181
AZ_LV,2018-07-11,0,,,5.6,transect_181
AZ_LV,2018-07-11,0,,,32,transect_181
AZ_LV,2018-07-11,0,,,128,transect_181
AZ_LV,2018-07-11,0,,,180,transect_181
AZ_LV,2018-07-11,0,,,16,transect_181
AZ_LV,2018-07-11,0,,,8,transect_181
AZ_LV,2018-07-11,0,,,45,transect_181
AZ_LV,2018-07-11,0,,,<2,transect_181
AZ_LV,2018-07-11,0,,,<2,transect_181
AZ_LV,2018-07-11,0,,,<2,transect_181
AZ_LV,2018-07-11,0,,,>180 ,transect_181
AZ_LV,2018-07-11,0,,,2.8,transect_181
AZ_LV,2018-07-11,0,,,11,transect_181
AZ_LV,2018-07-11,0,,,8,transect_181
AZ_LV,2018-07-11,0,,,64,transect_181
AZ_LV,2018-07-11,0,,,16,transect_181
AZ_LV,2018-07-11,0,,,90,transect_181
AZ_LV,2018-07-11,0,,,64,transect_181
AZ_LV,2018-07-11,0,,,64,transect_181
AZ_LV,2018-07-11,0,,,90,transect_181
AZ_LV,2018-07-11,0,,,90,transect_181
AZ_LV,2018-07-11,0,,,64,transect_181
AZ_LV,2018-07-11,0,,,128,transect_181
AZ_LV,2018-07-11,0,,,64,transect_181
AZ_LV,2018-07-11,0,,,45,transect_181
AZ_LV,2018-07-11,0,,,5.6,transect_181
AZ_LV,2018-07-11,0,,,64,transect_181
AZ_LV,2018-07-11,0,,,90,transect_181
AZ_LV,2018-07-11,0,,,128,transect_181
AZ_OC,2018-03-06,0,,,2,transect_0
AZ_OC,2018-03-06,0,,,2,transect_0
AZ_OC,2018-03-06,0,,,2,transect_0
AZ_OC,2018-03-06,0,,,2,transect_0
AZ_OC,2018-03-06,0,,,2,transect_0
AZ_OC,2018-03-06,0,,,2,transect_0
AZ_OC,2018-03-06,0,,,2,transect_0
AZ_OC,2018-03-06,0,,,2,transect_0
AZ_OC,2018-03-06,15,,,TOO DEEP,transect_15
AZ_OC,2018-03-06,30,,,roots,transect_30
AZ_OC,2018-03-06,30,,,64,transect_30
AZ_OC,2018-03-06,30,,,boulder,transect_30
AZ_OC,2018-03-06,30,,,90,transect_30
AZ_OC,2018-03-06,30,,,45,transect_30
AZ_OC,2018-03-06,30,,,90,transect_30
AZ_OC,2018-03-06,30,,,boulder,transect_30
AZ_OC,2018-03-06,30,,,boulder,transect_30
AZ_OC,2018-03-06,30,,,boulder,transect_30
AZ_OC,2018-03-06,30,,,boulder,transect_30
AZ_OC,2018-03-06,30,,,boulder,transect_30
AZ_OC,2018-03-06,30,,,bedrock,transect_30
AZ_OC,2018-03-06,30,,,bedrock,transect_30
AZ_OC,2018-03-06,45,,,bedrock,transect_45
AZ_OC,2018-03-06,45,,,2,transect_45
AZ_OC,2018-03-06,45,,,2,transect_45
AZ_OC,2018-03-06,45,,,64,transect_45
AZ_OC,2018-03-06,45,,,bedrock,transect_45
AZ_OC,2018-03-06,45,,,bedrock,transect_45
AZ_OC,2018-03-06,45,,,2,transect_45
AZ_OC,2018-03-06,45,,,45,transect_45
AZ_OC,2018-03-06,45,,,boulder,transect_45
AZ_OC,2018-03-06,45,,,128,transect_45
AZ_OC,2018-03-06,45,,,boulder,transect_45
AZ_OC,2018-03-06,45,,,boulder,transect_45
AZ_OC,2018-03-06,45,,,bedrock,transect_45
AZ_OC,2018-03-06,60,,,bedrock,transect_60
AZ_OC,2018-03-06,60,,,32,transect_60
AZ_OC,2018-03-06,60,,,boulder,transect_60
AZ_OC,2018-03-06,60,,,90,transect_60
AZ_OC,2018-03-06,60,,,boulder,transect_60
AZ_OC,2018-03-06,60,,,boulder,transect_60
AZ_OC,2018-03-06,60,,,boulder,transect_60
AZ_OC,2018-03-06,60,,,bedrock,transect_60
AZ_OC,2018-03-06,60,,,boulder,transect_60
AZ_OC,2018-03-06,60,,,boulder,transect_60
AZ_OC,2018-03-06,60,,,2,transect_60
AZ_OC,2018-03-06,60,,,boulder,transect_60
AZ_OC,2018-03-06,75,,,boulder,transect_75
AZ_OC,2018-03-06,75,,,64,transect_75
AZ_OC,2018-03-06,75,,,boulder,transect_75
AZ_OC,2018-03-06,75,,,64,transect_75
AZ_OC,2018-03-06,75,,,45,transect_75
AZ_OC,2018-03-06,75,,,boulder,transect_75
AZ_OC,2018-03-06,75,,,boulder,transect_75
AZ_OC,2018-03-06,75,,,boulder,transect_75
AZ_OC,2018-03-06,75,,,90,transect_75
AZ_OC,2018-03-06,75,,,boulder,transect_75
AZ_OC,2018-03-06,75,,,2,transect_75
AZ_OC,2018-03-06,90,,,2,transect_90
AZ_OC,2018-03-06,90,,,2,transect_90
AZ_OC,2018-03-06,90,,,boulder,transect_90
AZ_OC,2018-03-06,90,,,land,transect_90
AZ_OC,2018-03-06,90,,,boulder,transect_90
AZ_OC,2018-03-06,90,,,boulder,transect_90
AZ_OC,2018-03-06,90,,,90,transect_90
AZ_OC,2018-03-06,90,,,180,transect_90
AZ_OC,2018-03-06,90,,,boulder,transect_90
AZ_OC,2018-03-06,90,,,boulder,transect_90
AZ_OC,2018-03-06,90,,,180,transect_90
AZ_OC,2018-03-06,90,,,22.6,transect_90
AZ_OC,2018-03-06,90,,,22.6,transect_90
AZ_OC,2018-03-06,90,,,11,transect_90
AZ_OC,2018-03-06,90,,,2,transect_90
AZ_OC,2018-03-06,105,,,2,transect_105
AZ_OC,2018-03-06,105,,,2,transect_105
AZ_OC,2018-03-06,105,,,45,transect_105
AZ_OC,2018-03-06,105,,,boulder,transect_105
AZ_OC,2018-03-06,105,,,boulder,transect_105
AZ_OC,2018-03-06,105,,,boulder,transect_105
AZ_OC,2018-03-06,105,,,boulder,transect_105
AZ_OC,2018-03-06,105,,,boulder,transect_105
AZ_OC,2018-03-06,105,,,boulder,transect_105
AZ_OC,2018-03-06,105,,,boulder,transect_105
AZ_OC,2018-03-06,105,,,boulder,transect_105
AZ_OC,2018-03-06,105,,,boulder,transect_105
AZ_OC,2018-03-06,105,,,boulder,transect_105
AZ_OC,2018-03-06,105,,,128,transect_105
AZ_OC,2018-03-06,105,,,boulder,transect_105
AZ_OC,2018-03-06,105,,,boulder,transect_105
AZ_OC,2018-03-06,105,,,boulder,transect_105
AZ_OC,2018-03-06,105,,,boulder,transect_105
AZ_OC,2018-03-06,105,,,2,transect_105
AZ_OC,2018-03-06,105,,,2,transect_105
AZ_OC,2018-03-06,120,,,2,transect_120
AZ_OC,2018-03-06,120,,,90,transect_120
AZ_OC,2018-03-06,120,,,90,transect_120
AZ_OC,2018-03-06,120,,,128,transect_120
AZ_OC,2018-03-06,120,,,180,transect_120
AZ_OC,2018-03-06,120,,,16,transect_120
AZ_OC,2018-03-06,120,,,boulder,transect_120
AZ_OC,2018-03-06,120,,,32,transect_120
AZ_OC,2018-03-06,120,,,128,transect_120
AZ_OC,2018-03-06,120,,,boulder,transect_120
AZ_OC,2018-03-06,120,,,90,transect_120
AZ_OC,2018-03-06,120,,,boulder,transect_120
AZ_OC,2018-03-06,120,,,boulder,transect_120
AZ_OC,2018-03-06,120,,,boulder,transect_120
AZ_OC,2018-03-06,120,,,bedrock,transect_120
AZ_OC,2018-03-06,120,,,boulder,transect_120
AZ_OC,2018-03-06,120,,,128,transect_120
AZ_OC,2018-03-06,120,,,2,transect_120
AZ_OC,2018-03-06,135,,,128,transect_135
AZ_OC,2018-03-06,135,,,boulder,transect_135
AZ_OC,2018-03-06,135,,,boulder,transect_135
AZ_OC,2018-03-06,135,,,boulder,transect_135
AZ_OC,2018-03-06,135,,,boulder,transect_135
AZ_OC,2018-03-06,135,,,16,transect_135
AZ_OC,2018-03-06,135,,,64,transect_135
AZ_OC,2018-03-06,135,,,32,transect_135
AZ_OC,2018-03-06,135,,,64,transect_135
AZ_OC,2018-03-06,135,,,boulder,transect_135
AZ_OC,2018-03-06,135,,,bedrock,transect_135
AZ_OC,2018-03-06,135,,,bedrock,transect_135
AZ_OC,2018-03-06,135,,,bedrock,transect_135
AZ_OC,2018-03-06,150,,,128,transect_150
AZ_OC,2018-03-06,150,,,180,transect_150
AZ_OC,2018-03-06,150,,,90,transect_150
AZ_OC,2018-03-06,150,,,128,transect_150
AZ_OC,2018-03-06,150,,,64,transect_150
AZ_OC,2018-03-06,150,,,64,transect_150
AZ_OC,2018-03-06,150,,,boulder,transect_150
AZ_OC,2018-03-06,150,,,180,transect_150
AZ_OC,2018-03-06,150,,,90,transect_150
AZ_OC,2018-03-06,150,,,32,transect_150
AZ_OC,2018-03-06,150,,,90,transect_150
AZ_OC,2018-03-06,150,,,128,transect_150
AZ_OC,2018-03-06,150,,,boulder,transect_150
AZ_OC,2018-03-06,150,,,boulder,transect_150
AZ_OC,2018-03-06,165,,,0,transect_165
AZ_OC,2018-03-06,165,,,boulder,transect_165
AZ_OC,2018-03-06,165,,,boulder,transect_165
AZ_OC,2018-03-06,165,,,boulder,transect_165
AZ_OC,2018-03-06,165,,,boulder,transect_165
AZ_OC,2018-03-06,165,,,boulder,transect_165
AZ_OC,2018-03-06,165,,,boulder,transect_165
AZ_OC,2018-03-06,165,,,64,transect_165
AZ_OC,2018-03-06,165,,,boulder,transect_165
AZ_OC,2018-03-06,165,,,boulder,transect_165
AZ_OC,2018-03-06,165,,,boulder,transect_165
AZ_OC,2018-03-06,165,,,boulder,transect_165
AZ_OC,2018-03-06,165,,,64,transect_165
AZ_OC,2018-03-06,165,,,boulder,transect_165
AZ_OC,2018-03-06,165,,,180,transect_165
AZ_OC,2018-03-06,165,,,128,transect_165
AZ_OC,2018-03-06,165,,,2,transect_165
AZ_OC,2018-03-06,165,,,boulder,transect_165
AZ_OC,2018-03-06,180,,,2,transect_180
AZ_OC,2018-03-06,180,,,boulder,transect_180
AZ_OC,2018-03-06,180,,,2,transect_180
AZ_OC,2018-03-06,180,,,2,transect_180
AZ_OC,2018-03-06,180,,,2,transect_180
AZ_OC,2018-03-06,180,,,2,transect_180
AZ_OC,2018-03-06,180,,,2,transect_180
AZ_OC,2018-03-06,180,,,64,transect_180
AZ_OC,2018-03-06,180,,,boulder,transect_180
AZ_OC,2018-03-06,180,,,90,transect_180
AZ_OC,2018-03-06,180,,,180,transect_180
AZ_OC,2018-03-06,180,,,2,transect_180
AZ_OC,2018-03-06,180,,,2,transect_180
AZ_OC,2018-03-06,180,,,2,transect_180
AZ_OC,2018-03-06,180,,,2,transect_180
AZ_OC,2018-03-06,180,,,2,transect_180
AZ_OC,2018-03-06,180,,,2,transect_180
AZ_OC,2018-03-06,180,,,128,transect_180
AZ_OC,2018-03-06,180,,,90,transect_180
AZ_OC,2018-03-06,180,,,180,transect_180
AZ_OC,2018-03-06,200,,,2,transect_200
AZ_OC,2018-03-06,200,,,64,transect_200
AZ_OC,2018-03-06,200,,,90,transect_200
AZ_OC,2018-03-06,200,,,90,transect_200
AZ_OC,2018-03-06,200,,,90,transect_200
AZ_OC,2018-03-06,200,,,45,transect_200
AZ_OC,2018-03-06,200,,,90,transect_200
AZ_OC,2018-03-06,200,,,90,transect_200
AZ_OC,2018-03-06,200,,,180,transect_200
AZ_OC,2018-03-06,200,,,8,transect_200
AZ_OC,2018-03-06,200,,,16,transect_200
AZ_OC,2018-03-06,200,,,180,transect_200
AZ_OC,2018-03-06,200,,,8,transect_200
AZ_OC,2018-03-06,200,,,16,transect_200
AZ_OC,2018-03-06,200,,,boulder,transect_200
AZ_OC,2018-03-06,200,,,boulder,transect_200
AZ_OC,2018-03-06,200,,,boulder,transect_200
AZ_OC,2018-03-06,200,,,boulder,transect_200
AZ_OC,2018-03-06,200,,,bedrock,transect_200
AZ_OC,2018-03-06,200,,,bedrock,transect_200
AZ_OC,2018-03-06,215,,,2,transect_215
AZ_OC,2018-03-06,215,,,128,transect_215
AZ_OC,2018-03-06,215,,,45,transect_215
AZ_OC,2018-03-06,215,,,2.8,transect_215
AZ_OC,2018-03-06,215,,,45,transect_215
AZ_OC,2018-03-06,215,,,16,transect_215
AZ_OC,2018-03-06,215,,,16,transect_215
AZ_OC,2018-03-06,215,,,16,transect_215
AZ_OC,2018-03-06,215,,,16,transect_215
AZ_OC,2018-03-06,215,,,22.6,transect_215
AZ_OC,2018-03-06,215,,,11,transect_215
AZ_OC,2018-03-06,215,,,32,transect_215
AZ_OC,2018-03-06,215,,,2,transect_215
AZ_OC,2018-03-06,215,,,2,transect_215
AZ_OC,2018-03-06,235,,,180,transect_235
AZ_OC,2018-03-06,235,,,boulder,transect_235
AZ_OC,2018-03-06,235,,,128,transect_235
AZ_OC,2018-03-06,235,,,boulder,transect_235
AZ_OC,2018-03-06,235,,,90,transect_235
AZ_OC,2018-03-06,235,,,64,transect_235
AZ_OC,2018-03-06,235,,,45,transect_235
AZ_OC,2018-03-06,235,,,90,transect_235
AZ_OC,2018-03-06,235,,,64,transect_235
AZ_OC,2018-03-06,235,,,22.6,transect_235
AZ_OC,2018-03-06,235,,,bedrock,transect_235
